persona_id,sex,race,religion,political_views,political_party
synth_0663,Male,White,Protestant,Conservative,Democrat
synth_0664,Male,Hispanic,Muslim,Very conservative,Independent
synth_0665,Male,White,Roman Catholic,Conservative,Something else
synth_0666,Male,White,Muslim,Very conservative,Republican
synth_0667,Female,White,Mormon,Very liberal,Something else
synth_0668,Female,Hispanic,Protestant,Liberal,Something else
synth_0669,Male,Asian,Orthodox,Conservative,Independent
synth_0670,Female,Hispanic,Mormon,Very conservative,Democrat
synth_0671,Female,Hispanic,Buddhist,Very liberal,Something else
synth_0672,Male,White,Jewish,Liberal,Democrat
synth_0673,Female,Black,Other,Very liberal,Democrat
synth_0674,Male,Hispanic,Nothing in particular,Moderate,Something else
synth_0675,Female,Asian,Agnostic,Very liberal,Independent
synth_0676,Female,Asian,Mormon,Very conservative,Independent
synth_0677,Male,White,Jewish,Very conservative,Something else
synth_0678,Female,Other,Orthodox,Conservative,Republican
synth_0679,Male,Black,Jewish,Very liberal,Republican
synth_0680,Male,Other,Buddhist,Moderate,Democrat
synth_0681,Male,Black,Agnostic,Moderate,Independent
synth_0682,Male,Asian,Agnostic,Very liberal,Democrat
synth_0683,Male,Hispanic,Atheist,Moderate,Democrat
synth_0684,Female,White,Roman Catholic,Very conservative,Democrat
synth_0685,Male,White,Atheist,Liberal,Republican
synth_0686,Female,Other,Orthodox,Conservative,Independent
synth_0687,Male,Asian,Protestant,Very conservative,Democrat
synth_0688,Male,White,Atheist,Moderate,Republican
synth_0689,Female,Hispanic,Agnostic,Very conservative,Independent
synth_0690,Female,Asian,Mormon,Conservative,Something else
synth_0691,Female,Asian,Mormon,Very liberal,Independent
synth_0692,Male,Other,Mormon,Liberal,Independent
synth_0693,Female,Black,Mormon,Very conservative,Something else
synth_0694,Male,Black,Agnostic,Moderate,Democrat
synth_0695,Male,Hispanic,Mormon,Moderate,Republican
synth_0696,Male,Asian,Muslim,Conservative,Republican
synth_0697,Female,Hispanic,Protestant,Moderate,Democrat
synth_0698,Male,White,Muslim,Moderate,Republican
synth_0699,Male,White,Buddhist,Liberal,Something else
synth_0700,Male,Hispanic,Hindu,Liberal,Independent
synth_0701,Female,White,Hindu,Very liberal,Democrat
synth_0702,Male,Hispanic,Roman Catholic,Very conservative,Independent
synth_0703,Male,Asian,Jewish,Very conservative,Republican
synth_0704,Female,Black,Buddhist,Conservative,Republican
synth_0705,Male,Asian,Agnostic,Very liberal,Something else
synth_0706,Male,Hispanic,Other,Conservative,Something else
synth_0707,Male,White,Roman Catholic,Moderate,Democrat
synth_0708,Male,Hispanic,Nothing in particular,Very liberal,Independent
synth_0709,Female,Asian,Orthodox,Very conservative,Republican
synth_0710,Female,Other,Atheist,Liberal,Democrat
synth_0711,Male,Asian,Protestant,Liberal,Republican
synth_0712,Female,Other,Hindu,Conservative,Republican
synth_0713,Male,Black,Mormon,Moderate,Republican
synth_0714,Female,White,Jewish,Liberal,Something else
synth_0715,Female,Asian,Roman Catholic,Very liberal,Something else
synth_0716,Male,Asian,Buddhist,Moderate,Democrat
synth_0717,Female,White,Jewish,Liberal,Something else
synth_0718,Female,Black,Jewish,Very liberal,Republican
synth_0719,Male,White,Roman Catholic,Moderate,Something else
synth_0720,Male,Other,Protestant,Liberal,Something else
synth_0721,Female,Other,Orthodox,Liberal,Independent
synth_0722,Male,Hispanic,Nothing in particular,Very conservative,Democrat
synth_0723,Male,Hispanic,Mormon,Conservative,Democrat
synth_0724,Male,Black,Protestant,Liberal,Republican
synth_0725,Female,Black,Other,Conservative,Independent
synth_0726,Female,White,Roman Catholic,Liberal,Something else
synth_0727,Female,Asian,Atheist,Liberal,Republican
synth_0728,Female,White,Buddhist,Conservative,Democrat
synth_0729,Male,White,Agnostic,Very conservative,Independent
synth_0730,Female,Hispanic,Jewish,Liberal,Something else
synth_0731,Female,White,Mormon,Moderate,Something else
synth_0732,Male,Other,Agnostic,Liberal,Republican
synth_0733,Female,Asian,Nothing in particular,Conservative,Republican
synth_0734,Female,Asian,Muslim,Very conservative,Independent
synth_0735,Female,Asian,Jewish,Liberal,Republican
synth_0736,Male,Black,Jewish,Liberal,Independent
synth_0737,Female,Hispanic,Agnostic,Very conservative,Democrat
synth_0738,Female,Black,Buddhist,Liberal,Independent
synth_0739,Male,Other,Mormon,Very conservative,Independent
synth_0740,Female,Black,Atheist,Very liberal,Republican
synth_0741,Male,Black,Orthodox,Very conservative,Democrat
synth_0742,Male,Hispanic,Protestant,Moderate,Democrat
synth_0743,Female,Asian,Hindu,Very liberal,Something else
synth_0744,Male,White,Orthodox,Moderate,Something else
synth_0745,Female,Black,Hindu,Very liberal,Independent
synth_0746,Female,Black,Jewish,Very conservative,Independent
synth_0747,Male,Hispanic,Protestant,Conservative,Democrat
synth_0748,Male,Black,Other,Conservative,Independent
synth_0749,Female,Other,Protestant,Very conservative,Something else
synth_0750,Male,Black,Agnostic,Very conservative,Democrat
synth_0751,Female,Other,Jewish,Moderate,Something else
synth_0752,Female,Asian,Hindu,Moderate,Democrat
synth_0753,Female,Asian,Other,Very liberal,Something else
synth_0754,Male,White,Atheist,Moderate,Independent
synth_0755,Female,White,Hindu,Very conservative,Independent
synth_0756,Female,Asian,Jewish,Moderate,Independent
synth_0757,Male,Black,Atheist,Conservative,Republican
synth_0758,Female,Asian,Other,Conservative,Republican
synth_0759,Female,Asian,Jewish,Liberal,Something else
synth_0760,Female,White,Agnostic,Very liberal,Democrat
synth_0761,Female,Black,Other,Very liberal,Something else
synth_0762,Female,Other,Jewish,Conservative,Democrat
synth_0763,Female,White,Hindu,Conservative,Independent
synth_0764,Male,Asian,Other,Very conservative,Democrat
synth_0765,Female,Black,Nothing in particular,Moderate,Something else
synth_0766,Female,Asian,Jewish,Very liberal,Independent
synth_0767,Female,White,Hindu,Very conservative,Republican
synth_0768,Female,Black,Atheist,Very conservative,Something else
synth_0769,Female,Hispanic,Protestant,Conservative,Democrat
synth_0770,Male,Asian,Buddhist,Very liberal,Something else
synth_0771,Male,Asian,Nothing in particular,Conservative,Republican
synth_0772,Female,Asian,Other,Conservative,Independent
synth_0773,Male,White,Hindu,Moderate,Democrat
synth_0774,Male,Other,Mormon,Liberal,Republican
synth_0775,Male,Other,Buddhist,Liberal,Something else
synth_0776,Female,Hispanic,Buddhist,Very conservative,Republican
synth_0777,Male,Asian,Protestant,Moderate,Democrat
synth_0778,Male,White,Other,Conservative,Democrat
synth_0779,Female,Asian,Mormon,Very conservative,Something else
synth_0780,Female,Black,Roman Catholic,Very conservative,Independent
synth_0781,Female,Hispanic,Nothing in particular,Very liberal,Independent
synth_0782,Female,Black,Muslim,Liberal,Independent
synth_0783,Male,Black,Buddhist,Very conservative,Democrat
synth_0784,Male,Black,Orthodox,Very conservative,Democrat
synth_0785,Male,Asian,Nothing in particular,Very conservative,Something else
synth_0786,Female,Other,Agnostic,Very conservative,Republican
synth_0787,Male,White,Protestant,Very conservative,Something else
synth_0788,Female,Hispanic,Roman Catholic,Very liberal,Independent
synth_0789,Female,Black,Orthodox,Very conservative,Independent
synth_0790,Female,White,Other,Very liberal,Independent
synth_0791,Male,Hispanic,Roman Catholic,Very liberal,Republican
synth_0792,Female,White,Roman Catholic,Liberal,Democrat
synth_0793,Male,Asian,Atheist,Conservative,Independent
synth_0794,Female,Asian,Mormon,Very conservative,Something else
synth_0795,Male,Hispanic,Muslim,Conservative,Republican
synth_0796,Male,White,Roman Catholic,Very liberal,Something else
synth_0797,Male,White,Atheist,Very conservative,Republican
synth_0798,Female,Black,Hindu,Moderate,Independent
synth_0799,Female,White,Roman Catholic,Conservative,Republican
synth_0800,Female,Asian,Other,Moderate,Something else
synth_0801,Male,White,Protestant,Very conservative,Democrat
synth_0802,Male,Asian,Muslim,Liberal,Independent
synth_0803,Male,Asian,Muslim,Conservative,Republican
synth_0804,Female,Hispanic,Hindu,Moderate,Something else
synth_0805,Female,Hispanic,Other,Conservative,Republican
synth_0806,Male,White,Mormon,Very conservative,Something else
synth_0807,Female,Other,Other,Liberal,Democrat
synth_0808,Female,Asian,Agnostic,Very conservative,Democrat
synth_0809,Female,Hispanic,Roman Catholic,Liberal,Something else
synth_0810,Male,White,Jewish,Moderate,Republican
synth_0811,Male,Asian,Atheist,Very liberal,Republican
synth_0812,Female,Black,Hindu,Moderate,Something else
synth_0813,Male,Other,Agnostic,Very conservative,Republican
synth_0814,Male,Other,Hindu,Liberal,Democrat
synth_0815,Male,Hispanic,Muslim,Conservative,Independent
synth_0816,Female,White,Atheist,Conservative,Something else
synth_0817,Female,Black,Roman Catholic,Liberal,Something else
synth_0818,Female,White,Hindu,Liberal,Independent
synth_0819,Male,Hispanic,Nothing in particular,Very conservative,Republican
synth_0820,Female,Hispanic,Protestant,Very liberal,Republican
synth_0821,Male,Other,Agnostic,Moderate,Democrat
synth_0822,Female,Asian,Muslim,Very conservative,Democrat
synth_0823,Female,Asian,Atheist,Very liberal,Something else
synth_0824,Female,Hispanic,Roman Catholic,Very conservative,Democrat
synth_0825,Male,Asian,Muslim,Moderate,Independent
synth_0826,Male,White,Mormon,Liberal,Democrat
synth_0827,Female,White,Jewish,Very liberal,Democrat
synth_0828,Male,White,Buddhist,Conservative,Something else
synth_0829,Male,Asian,Roman Catholic,Liberal,Republican
synth_0830,Male,Hispanic,Hindu,Very liberal,Democrat
synth_0831,Female,White,Atheist,Very conservative,Something else
synth_0832,Female,Other,Mormon,Very liberal,Democrat
synth_0833,Male,White,Buddhist,Very liberal,Independent
synth_0834,Female,Hispanic,Agnostic,Conservative,Independent
synth_0835,Female,Asian,Jewish,Liberal,Democrat
synth_0836,Male,Hispanic,Agnostic,Very liberal,Independent
synth_0837,Female,Other,Other,Conservative,Democrat
synth_0838,Male,Other,Nothing in particular,Moderate,Independent
synth_0839,Male,Black,Atheist,Very liberal,Independent
synth_0840,Male,Asian,Atheist,Liberal,Something else
synth_0841,Female,Hispanic,Protestant,Very liberal,Republican
synth_0842,Male,Hispanic,Mormon,Very conservative,Republican
synth_0843,Male,Asian,Mormon,Moderate,Independent
synth_0844,Male,White,Nothing in particular,Moderate,Democrat
synth_0845,Male,Asian,Hindu,Very conservative,Democrat
synth_0846,Female,Black,Atheist,Moderate,Republican
synth_0847,Female,Hispanic,Buddhist,Moderate,Republican
synth_0848,Male,Asian,Orthodox,Very liberal,Something else
synth_0849,Male,Asian,Agnostic,Very liberal,Democrat
synth_0850,Male,Asian,Hindu,Conservative,Republican
synth_0851,Male,Black,Nothing in particular,Very liberal,Republican
synth_0852,Female,White,Buddhist,Moderate,Independent
synth_0853,Male,Black,Agnostic,Moderate,Republican
synth_0854,Female,Hispanic,Nothing in particular,Conservative,Republican
synth_0855,Male,Asian,Agnostic,Very conservative,Independent
synth_0856,Female,Other,Atheist,Moderate,Republican
synth_0857,Female,Other,Orthodox,Conservative,Republican
synth_0858,Male,Hispanic,Atheist,Very liberal,Something else
synth_0859,Male,Asian,Orthodox,Conservative,Independent
synth_0860,Female,Asian,Jewish,Conservative,Something else
synth_0861,Male,White,Other,Moderate,Something else
synth_0862,Male,Other,Agnostic,Conservative,Republican
synth_0863,Female,Hispanic,Roman Catholic,Liberal,Independent
synth_0864,Female,White,Atheist,Moderate,Something else
synth_0865,Female,White,Jewish,Conservative,Independent
synth_0866,Male,White,Mormon,Very liberal,Republican
synth_0867,Male,Black,Other,Conservative,Something else
synth_0868,Male,Black,Atheist,Liberal,Republican
synth_0869,Male,White,Hindu,Moderate,Republican
synth_0870,Male,White,Protestant,Conservative,Independent
synth_0871,Male,Other,Orthodox,Moderate,Something else
synth_0872,Female,Hispanic,Other,Liberal,Something else
synth_0873,Female,White,Buddhist,Very conservative,Republican
synth_0874,Male,Other,Protestant,Very conservative,Independent
synth_0875,Male,Asian,Other,Moderate,Republican
synth_0876,Female,Hispanic,Buddhist,Liberal,Republican
synth_0877,Female,Black,Atheist,Conservative,Democrat
synth_0878,Female,Other,Jewish,Conservative,Independent
synth_0879,Female,White,Atheist,Very liberal,Democrat
synth_0880,Male,White,Protestant,Very liberal,Something else
synth_0881,Male,Asian,Orthodox,Moderate,Democrat
synth_0882,Female,Other,Mormon,Conservative,Democrat
synth_0883,Male,Other,Jewish,Conservative,Republican
synth_0884,Male,Other,Protestant,Very liberal,Something else
synth_0885,Male,Asian,Other,Very conservative,Independent
synth_0886,Male,Black,Nothing in particular,Very liberal,Something else
synth_0887,Female,Asian,Mormon,Conservative,Republican
synth_0888,Female,Other,Roman Catholic,Conservative,Independent
synth_0889,Female,Hispanic,Muslim,Very liberal,Independent
synth_0890,Male,Other,Agnostic,Moderate,Independent
synth_0891,Female,Black,Protestant,Moderate,Democrat
synth_0892,Male,Hispanic,Jewish,Moderate,Democrat
synth_0893,Female,Hispanic,Hindu,Liberal,Independent
synth_0894,Female,Hispanic,Atheist,Very conservative,Democrat
synth_0895,Male,Asian,Mormon,Very liberal,Democrat
synth_0896,Female,White,Nothing in particular,Very conservative,Republican
synth_0897,Male,Other,Agnostic,Liberal,Democrat
synth_0898,Male,Other,Jewish,Very liberal,Something else
synth_0899,Male,Asian,Buddhist,Conservative,Independent
synth_0900,Male,Hispanic,Atheist,Very liberal,Republican
synth_0901,Female,Asian,Atheist,Very conservative,Democrat
synth_0902,Male,Other,Mormon,Liberal,Democrat
synth_0903,Male,Other,Agnostic,Conservative,Something else
synth_0904,Female,White,Orthodox,Liberal,Democrat
synth_0905,Male,Asian,Muslim,Conservative,Republican
synth_0906,Male,Other,Muslim,Liberal,Something else
synth_0907,Female,White,Protestant,Moderate,Republican
synth_0908,Female,Asian,Agnostic,Very liberal,Democrat
synth_0909,Female,Hispanic,Muslim,Very liberal,Republican
synth_0910,Female,Hispanic,Orthodox,Very liberal,Something else
synth_0911,Female,Asian,Hindu,Liberal,Republican
synth_0912,Male,Hispanic,Mormon,Conservative,Republican
synth_0913,Female,Black,Mormon,Conservative,Democrat
synth_0914,Female,Other,Nothing in particular,Very conservative,Democrat
synth_0915,Female,Asian,Nothing in particular,Very conservative,Something else
synth_0916,Female,Hispanic,Orthodox,Very liberal,Democrat
synth_0917,Female,White,Orthodox,Very conservative,Democrat
synth_0918,Male,Black,Other,Very liberal,Republican
synth_0919,Male,White,Mormon,Moderate,Democrat
synth_0920,Female,Other,Agnostic,Very conservative,Independent
synth_0921,Male,Black,Hindu,Very liberal,Something else
synth_0922,Female,Black,Orthodox,Liberal,Democrat
synth_0923,Male,Other,Other,Very liberal,Independent
synth_0924,Male,Asian,Hindu,Very liberal,Republican
synth_0925,Male,Hispanic,Buddhist,Conservative,Republican
synth_0926,Male,Black,Atheist,Very liberal,Something else
synth_0927,Male,Other,Roman Catholic,Conservative,Something else
synth_0928,Male,Other,Atheist,Very conservative,Republican
synth_0929,Female,Black,Agnostic,Very liberal,Republican
synth_0930,Female,Other,Buddhist,Moderate,Republican
synth_0931,Female,Black,Hindu,Liberal,Independent
synth_0932,Male,Hispanic,Mormon,Moderate,Something else
synth_0933,Male,White,Jewish,Very liberal,Something else
synth_0934,Female,Black,Protestant,Very conservative,Republican
synth_0935,Male,Hispanic,Other,Conservative,Independent
synth_0936,Female,Asian,Roman Catholic,Conservative,Something else
synth_0937,Female,Asian,Atheist,Liberal,Independent
synth_0938,Female,Hispanic,Orthodox,Liberal,Something else
synth_0939,Male,Asian,Atheist,Very liberal,Something else
synth_0940,Female,Asian,Agnostic,Moderate,Something else
synth_0941,Male,White,Nothing in particular,Conservative,Something else
synth_0942,Male,White,Orthodox,Very liberal,Something else
synth_0943,Female,Other,Agnostic,Very conservative,Democrat
synth_0944,Female,White,Roman Catholic,Conservative,Something else
synth_0945,Female,White,Roman Catholic,Moderate,Democrat
synth_0946,Female,White,Agnostic,Very conservative,Something else
synth_0947,Female,Other,Other,Very liberal,Independent
synth_0948,Male,Black,Other,Liberal,Something else
synth_0949,Male,Black,Other,Very liberal,Independent
synth_0950,Male,White,Agnostic,Very liberal,Democrat
synth_0951,Male,White,Muslim,Conservative,Republican
synth_0952,Male,White,Jewish,Liberal,Independent
synth_0953,Female,Hispanic,Agnostic,Conservative,Republican
synth_0954,Male,White,Atheist,Moderate,Independent
synth_0955,Female,Asian,Orthodox,Very liberal,Democrat
synth_0956,Female,Hispanic,Agnostic,Very conservative,Independent
synth_0957,Male,Hispanic,Atheist,Very conservative,Republican
synth_0958,Female,Asian,Roman Catholic,Very liberal,Independent
synth_0959,Female,Hispanic,Buddhist,Very liberal,Something else
synth_0960,Male,Asian,Hindu,Liberal,Republican
synth_0961,Female,White,Jewish,Very conservative,Something else
synth_0962,Male,Black,Muslim,Liberal,Independent
synth_0963,Male,Asian,Orthodox,Moderate,Republican
synth_0964,Female,Asian,Roman Catholic,Very liberal,Democrat
synth_0965,Female,Asian,Muslim,Conservative,Independent
synth_0966,Male,Black,Hindu,Conservative,Democrat
synth_0967,Male,Asian,Orthodox,Conservative,Democrat
synth_0968,Male,Other,Muslim,Conservative,Republican
synth_0969,Male,White,Other,Liberal,Republican
synth_0970,Male,Hispanic,Muslim,Very liberal,Independent
synth_0971,Female,Other,Jewish,Liberal,Democrat
synth_0972,Female,Hispanic,Orthodox,Very liberal,Democrat
synth_0973,Male,Other,Buddhist,Liberal,Republican
synth_0974,Female,Hispanic,Other,Conservative,Something else
synth_0975,Male,Other,Hindu,Moderate,Republican
synth_0976,Male,Black,Buddhist,Very liberal,Republican
synth_0977,Female,Asian,Agnostic,Moderate,Democrat
synth_0978,Female,Black,Jewish,Liberal,Independent
synth_0979,Female,Black,Hindu,Liberal,Democrat
synth_0980,Female,Asian,Muslim,Liberal,Independent
synth_0981,Female,Black,Agnostic,Conservative,Democrat
synth_0982,Male,Asian,Orthodox,Very liberal,Something else
synth_0983,Female,Black,Mormon,Conservative,Something else
synth_0984,Male,Black,Buddhist,Liberal,Democrat
synth_0985,Female,Hispanic,Jewish,Moderate,Republican
synth_0986,Female,White,Nothing in particular,Conservative,Republican
synth_0987,Male,Asian,Hindu,Very conservative,Something else
synth_0988,Female,Asian,Muslim,Moderate,Independent
synth_0989,Female,White,Buddhist,Very conservative,Independent
synth_0990,Male,Other,Agnostic,Very liberal,Democrat
synth_0991,Female,Asian,Muslim,Very liberal,Something else
synth_0992,Female,White,Buddhist,Very liberal,Independent
synth_0993,Female,Black,Mormon,Moderate,Something else
synth_0994,Female,White,Roman Catholic,Conservative,Independent
synth_0995,Male,Asian,Muslim,Moderate,Independent
synth_0996,Female,Asian,Hindu,Moderate,Something else
synth_0997,Female,Black,Mormon,Very conservative,Democrat
synth_0998,Male,Asian,Nothing in particular,Very conservative,Democrat
synth_0999,Male,Hispanic,Roman Catholic,Very conservative,Republican
