trait,feature,coefficient,std_error,t_statistic,p_value,ci_lower,ci_upper,significance
extraversion,sex_Male,-0.06574232671640204,0.014691690658366037,-4.47479655304107,8.100173575686734e-06,-0.09455581807829015,-0.036928835354513925,***
extraversion,race_Asian,-0.3004575674146129,0.02308098732345942,-13.017535307479202,3.564363630724035e-37,-0.34572423170349403,-0.2551909031257317,***
extraversion,race_Black,0.0753535841108378,0.023809415344979063,3.1648649502319,0.0015760568104987583,0.028658319465886532,0.12204884875578906,**
extraversion,race_Hispanic,0.2612763386375879,0.023363318135389007,11.183186271894575,3.63700296017594e-28,0.21545596432309472,0.30709671295208113,***
extraversion,race_White,0.11460540830240147,0.02348038893174903,4.880899061575494,1.1439659583268333e-06,0.06855543356559553,0.1606553830392074,***
extraversion,religion_Agnostic,-0.021334763438250717,0.035560299870681836,-0.5999601666981568,0.5486041385466498,-0.09107598090436884,0.048406454027867404,
extraversion,religion_Atheist,-0.04773495861038776,0.0354582706347352,-1.3462291802698978,0.17838878288063878,-0.11727607531363457,0.021806158092859046,
extraversion,religion_Buddhist,-0.5943762981013322,0.03608192814413302,-16.472963854011187,4.208871784211977e-57,-0.6651405381793948,-0.5236120580232696,***
extraversion,religion_Hindu,-0.03235986350876282,0.03424076649712498,-0.9450683153217353,0.3447438488206267,-0.09951319886214036,0.03479347184461471,
extraversion,religion_Jewish,0.2045211359940572,0.03507921188595498,5.830265989411905,6.484963840715691e-09,0.13572343311823176,0.2733188388698826,***
extraversion,religion_Mormon,0.20153073179109335,0.0351151223110289,5.739143665969715,1.104699109737225e-08,0.13266260102873467,0.270398862553452,***
extraversion,religion_Muslim,-0.12649758364174837,0.035262809608795485,-3.5872803399703153,0.0003425771481210554,-0.19565536021665586,-0.0573398070668409,***
extraversion,religion_Nothing in particular,0.04523664655549809,0.03463365802034705,1.3061469432111923,0.19166027685131135,-0.022687231601547293,0.11316052471254348,
extraversion,religion_Orthodox,-0.09782339420945022,0.03511414778081473,-2.7858683861579534,0.005391326170302352,-0.1666896137133594,-0.028957174705541017,**
extraversion,religion_Protestant,0.027975985967431054,0.03605064893127323,0.7760189288343832,0.43783413951388706,-0.04272690900403358,0.09867888093889568,
extraversion,religion_Roman Catholic,-0.034377500980153644,0.03488805132233233,-0.9853660401533554,0.3245694348144018,-0.10280029783755303,0.03404529587724574,
extraversion,political_views_Conservative,-0.3265204268240682,0.023858371499059113,-13.685780139560025,9.755035202473152e-41,-0.3733117047703813,-0.2797291488777551,***
extraversion,political_views_Moderate,-0.33839590821962645,0.023632934376287298,-14.318827397039808,3.0294342142089244e-44,-0.38474505661525127,-0.29204675982400163,***
extraversion,political_views_Very conservative,-0.3756550305802983,0.023536419707922248,-15.960585137503076,6.410828400023516e-54,-0.42181489343841094,-0.3294951677221857,***
extraversion,political_views_Very liberal,0.03984728433047879,0.023369363146290772,1.7051078405961362,0.08833734992139385,-0.005984945520143704,0.08567951418110129,
extraversion,political_party_Democrat,0.040666212423935144,0.02073705121685773,1.961041229954452,0.05001970417326979,-3.5008175233650074e-06,0.08133592566539366,
extraversion,political_party_Independent,-0.07587367749440596,0.020864198634665078,-3.636548847284492,0.0002836572307306536,-0.11679275352942371,-0.03495460145938821,***
extraversion,political_party_Republican,0.18693785060169563,0.020529587121900096,9.105777407587425,2.1025665948769397e-19,0.14667501802815805,0.2272006831752332,***
agreeableness,sex_Male,-0.1165935347035721,0.011019929959792984,-10.580242808164126,1.8432504583746382e-25,-0.13820593208442064,-0.09498113732272356,***
agreeableness,race_Asian,0.08186247627731033,0.017312565968202912,4.728500467675495,2.427868296806686e-06,0.04790889791954143,0.11581605463507924,***
agreeableness,race_Black,0.009118608958577357,0.017858944595725,0.510590584438015,0.6096969297030703,-0.025906532654266158,0.04414375057142087,
agreeableness,race_Hispanic,0.058749635623257974,0.017524336406697944,3.3524599311391547,0.000816641167748091,0.02438073095334642,0.09311854029316953,***
agreeableness,race_White,-0.02995297103844068,0.017612148763098877,-1.700699411601519,0.089162655865646,-0.06449409418418739,0.004588152107306027,
agreeableness,religion_Agnostic,-0.19368239621619732,0.02667303736762261,-7.2613551110343755,5.558128763624775e-13,-0.24599382514964505,-0.1413709672827496,***
agreeableness,religion_Atheist,-0.31436381695567284,0.026596507371168938,-11.819740560989919,3.677907298113482e-31,-0.36652515449099493,-0.26220247942035074,***
agreeableness,religion_Buddhist,0.4528072918892841,0.0270642998282984,16.730796464788988,9.869657078416618e-59,0.3997285150860054,0.5058860686925628,***
agreeableness,religion_Hindu,0.35610506290341587,0.0256832829755421,13.86524702634514,1.0179486063667046e-41,0.3057347502301559,0.40647537557667585,***
agreeableness,religion_Jewish,0.06434751075227621,0.02631218332982207,2.4455405294833565,0.014553480959752963,0.012743792384130072,0.11595122912042236,*
agreeableness,religion_Mormon,0.4641476320090098,0.026339118988783522,17.62198774403451,1.6554790839928674e-64,0.4124910871558212,0.5158041768621984,***
agreeableness,religion_Muslim,0.4034214565924257,0.026449896142698895,15.252288871606183,1.2036540088182418e-49,0.35154765447173414,0.4552952587131172,***
agreeableness,religion_Nothing in particular,-0.13286074418562147,0.025977982691754692,-5.114359562176125,3.4641988831919263e-07,-0.1838090249038734,-0.08191246346736952,***
agreeableness,religion_Orthodox,0.24001201800759858,0.026338388014047292,9.112631262003992,1.9790712678749339e-19,0.18835690674940853,0.29166712926578864,***
agreeableness,religion_Protestant,0.24879297653886503,0.027040837944780172,9.200638569223436,9.0643155969784e-20,0.19576021341732017,0.30182573966040993,***
agreeableness,religion_Roman Catholic,0.33281430239135174,0.026168797788213443,12.717982120724436,1.262714583691096e-35,0.28149179318834733,0.38413681159435614,***
agreeableness,political_views_Conservative,-0.20753406260602528,0.017895665583227943,-11.596889852508697,4.268595518159463e-30,-0.2426312217885835,-0.17243690342346704,***
agreeableness,political_views_Moderate,-0.10411134424063695,0.017726569911323906,-5.873180472107557,5.032761731223084e-09,-0.13887687129214665,-0.06934581718912723,***
agreeableness,political_views_Very conservative,-0.2730126762564441,0.017654176276703657,-15.464481150372897,6.54368651674684e-51,-0.30763622418422387,-0.23838912832866432,***
agreeableness,political_views_Very liberal,0.02382108080499457,0.017528870642974263,1.3589626673719726,0.1743192855879857,-0.010556716454668467,0.05819887806465761,
agreeableness,political_party_Democrat,0.07936152501655004,0.015554428506312381,5.102181991729437,3.691540569565899e-07,0.04885602351727039,0.10986702651582969,***
agreeableness,political_party_Independent,-0.012161644764820768,0.015649799125758937,-0.7771118764587331,0.43718925354484783,-0.042854188081376664,0.018530898551735127,
agreeableness,political_party_Republican,-0.07825445309962147,0.015398814026756002,-5.081849353050923,4.103606252603927e-07,-0.10845476191776274,-0.04805414428148019,***
neuroticism,sex_Male,-0.0831941839525382,0.014579485436328487,-5.706249669500598,1.3363982273641e-08,-0.11178761730537093,-0.05460075059970548,***
neuroticism,race_Asian,0.10619236985929092,0.02290471031302564,4.636267754886233,3.7884548511543527e-06,0.061271421814750975,0.15111331790383087,***
neuroticism,race_Black,-0.06197786620895188,0.023627575092724208,-2.623115828252605,0.008782461948885356,-0.10831650392379519,-0.01563922849410857,**
neuroticism,race_Hispanic,-0.010945638871009092,0.023184884872677853,-0.4721023602712792,0.6369077999193433,-0.05641606807752565,0.03452479033550747,
neuroticism,race_White,0.04654278114967282,0.0233010615612728,1.9974532502428384,0.04591796373268194,0.0008445050539776372,0.092241057245368,*
neuroticism,religion_Agnostic,-0.07560464554027699,0.035288714289723556,-2.142459623764016,0.032282924878922384,-0.14481322663574714,-0.006396064444806837,*
neuroticism,religion_Atheist,-0.12901219679393253,0.035187464284250784,-3.6664249447402164,0.00025270636375326357,-0.1980222053611675,-0.06000218822669755,***
neuroticism,religion_Buddhist,-0.9474909261815772,0.035806358718319525,-26.461526949312905,1.137638663875086e-131,-1.0177147167324265,-0.8772671356307278,***
neuroticism,religion_Hindu,-0.28489581843899725,0.03397925862189906,-8.384403603655635,9.775986307794119e-17,-0.35153628191948405,-0.21825535495851048,***
neuroticism,religion_Jewish,-0.04154321950243033,0.03481130053047565,-1.1933831505680519,0.23286794860120372,-0.10981549193554088,0.02672905293068021,
neuroticism,religion_Mormon,-0.2867798013083523,0.03484693669594851,-8.229699035258237,3.4384549287288753e-16,-0.3551219637473103,-0.21843763886939424,***
neuroticism,religion_Muslim,-0.11721613562972814,0.034993496057766575,-3.349654902620477,0.0008249059414267514,-0.18584573176191765,-0.04858653949753862,***
neuroticism,religion_Nothing in particular,-0.10199832776788284,0.03436914950471664,-2.967729176827176,0.003037485135128172,-0.16940344916592154,-0.03459320636984414,**
neuroticism,religion_Orthodox,-0.026422316479507615,0.03484596960853869,-0.7582603318644078,0.4483889438816445,-0.09476258225691887,0.04191794929790364,
neuroticism,religion_Protestant,-0.10378204812097501,0.03577531839498618,-2.900939887526474,0.0037631328261723256,-0.17394496207776633,-0.03361913416418369,**
neuroticism,religion_Roman Catholic,-0.0006543942404423574,0.03462159992227848,-0.018901328705530577,0.9849217989448993,-0.06855462393437899,0.06724583545349426,
neuroticism,political_views_Conservative,-0.5141210082830162,0.02367615735272587,-21.714714960864406,1.3378669748690546e-93,-0.5605549260143974,-0.467687090551635,***
neuroticism,political_views_Moderate,-0.13438455060674093,0.023452441966614886,-5.73008775794182,1.1642676809869097e-08,-0.18037971547467552,-0.08838938573880635,***
neuroticism,political_views_Very conservative,-0.656198320243855,0.023356664412176723,-28.094693174670684,1.3377593613345855e-145,-0.7020056452095184,-0.6103909952781917,***
neuroticism,political_views_Very liberal,0.12476221450408291,0.023190883715864394,5.379795614202305,8.37644014732159e-08,0.07928002030602412,0.1702444087021417,***
neuroticism,political_party_Democrat,0.023708673213485788,0.02057867560915552,1.1520990788609216,0.24942492081947357,-0.016650432194567046,0.06406777862153862,
neuroticism,political_party_Independent,-0.06051249076672772,0.020704851960761005,-2.9226236865353363,0.0035118718018718985,-0.10111905450354608,-0.019905927029909364,**
neuroticism,political_party_Republican,-0.21022058877172314,0.02037279598499712,-10.318691107815207,2.501959460770265e-24,-0.2501759209919095,-0.1702652565515368,***
agency,sex_Male,0.11757742028561892,0.013120855413321836,8.961109362293596,7.473117686170687e-19,0.09184466679226583,0.143310173778972,***
agency,race_Asian,-0.0348857901390131,0.020613168661795547,-1.6924030803507872,0.09073266958698549,-0.0753125436685381,0.0055409633905119035,
agency,race_Black,0.11722531352711155,0.02126371317512757,5.512927707482034,4.010068434923245e-08,0.07552270556045668,0.15892792149376642,***
agency,race_Hispanic,0.05316745047750726,0.020865312669465924,2.548126228432318,0.010908230474758347,0.012246189586242705,0.09408871136877181,*
agency,race_White,0.009211629096507223,0.02096986625883024,0.4392793441221058,0.6605089609909737,-0.03191468334491964,0.05033794153793409,
agency,religion_Agnostic,0.046778770848402616,0.03175819338340705,1.4729670004731277,0.14092513366239165,-0.015505717165976922,0.10906325886278215,
agency,religion_Atheist,0.06955712762880192,0.0316670731111445,2.1965126800532406,0.028175374869315678,0.007451345608087925,0.13166290964951594,*
agency,religion_Buddhist,-0.41205462641394547,0.0322240491732277,-12.787177185550213,5.5728424435087664e-36,-0.4752527554848932,-0.34885649734299773,***
agency,religion_Hindu,-0.10228978814523469,0.030579744489396793,-3.345017751234076,0.0008387394089434282,-0.16226309034597503,-0.042316485944494366,***
agency,religion_Jewish,0.12049982804526764,0.03132854331552375,3.846327192160199,0.00012384500170738326,0.05905797406174694,0.18194168202878835,***
agency,religion_Mormon,-0.30172131777707034,0.0313606141987313,-9.621027058496724,1.9834143063885433e-21,-0.36322606949903086,-0.24021656605510983,***
agency,religion_Muslim,-0.21495192283970382,0.031492510773838946,-6.825493349303414,1.1736474514588629e-11,-0.2767153514502471,-0.15318849422916053,***
agency,religion_Nothing in particular,0.11655235334339764,0.030930628059517507,3.7681857969105774,0.00016943918192012167,0.05589089475876663,0.17721381192802865,***
agency,religion_Orthodox,-0.21093836115320444,0.03135974386526639,-6.726405740412848,2.2920118906170177e-11,-0.27244140596842725,-0.14943531633798163,***
agency,religion_Protestant,-0.09417693328414345,0.03219611433312527,-2.925102461424938,0.0034841440103010406,-0.15732027626595385,-0.031033590302333033,**
agency,religion_Roman Catholic,-0.21137699020760137,0.031157821635198035,-6.7840747239150785,1.5542250096695706e-11,-0.27248402311601655,-0.1502699572991862,***
agency,political_views_Conservative,0.4044850226725553,0.021307434938280186,18.983280899094606,9.790212953276425e-74,0.36269666714462795,0.4462733782004827,***
agency,political_views_Moderate,-0.08580286324920147,0.021106101547762608,-4.065310832274337,4.991962284168378e-05,-0.12719636170836562,-0.044409364790037306,***
agency,political_views_Very conservative,0.48795587080657127,0.021019906225635987,23.213988947841155,3.481282767757417e-105,0.4467314194793732,0.5291803221337693,***
agency,political_views_Very liberal,0.002744806255200088,0.0208707113479338,0.13151474376899105,0.8953820114753166,-0.03818704257852916,0.04367665508892933,
agency,political_party_Democrat,-0.052507183036063464,0.01851984615263473,-2.835184623204525,0.004628257787448608,-0.08882849142398355,-0.016185874648143375,**
agency,political_party_Independent,0.07041973842929973,0.018633398971300803,3.7792213078118677,0.00016215753763652182,0.03387572911227386,0.10696374774632561,***
agency,political_party_Republican,0.33585719779840656,0.018334564114189093,18.318253747766338,3.618806976502088e-69,0.2998992664062597,0.37181512919055343,***
social_desirability,sex_Male,-0.13511887421877125,0.015332877417772846,-8.812362515997844,2.7010820879257156e-18,-0.1651898674967513,-0.10504788094079122,***
social_desirability,race_Asian,0.12024679629610577,0.0240883066177444,4.991915712644043,6.522966046769326e-07,0.0730045672843167,0.16748902530789483,***
social_desirability,race_Black,-0.0005810456176423325,0.024848525289737168,-0.02338350509204317,0.9813468114169521,-0.04931422312868641,0.04815213189340174,
social_desirability,race_Hispanic,0.07652483327771911,0.024382959141489965,3.1384555432201298,0.0017244153629064206,0.02870472877527868,0.12434493778015954,**
social_desirability,race_White,-0.04262040027035832,0.024505139237132472,-1.73924334230168,0.08215349607884151,-0.0906801256042097,0.005439325063493053,
social_desirability,religion_Agnostic,-0.35386753394574794,0.03711225151245107,-9.535059704664544,4.3875241549329524e-21,-0.4266524545678893,-0.28108261332360657,***
social_desirability,religion_Atheist,-0.32973574349510526,0.03700576943328286,-8.910387448897145,1.1607266575977015e-18,-0.40231183039350077,-0.25715965659670975,***
social_desirability,religion_Buddhist,0.6557787936126203,0.03765664511291917,17.414689801658326,3.8162350957364376e-63,0.5819262027904109,0.7296313844348297,***
social_desirability,religion_Hindu,0.47374100663206875,0.03573512998601282,13.257010869066294,1.9588737728903463e-38,0.40365691058682546,0.543825102677312,***
social_desirability,religion_Jewish,0.061964890112847615,0.03661016749308875,1.69255959084441,0.0907028466318256,-0.009835338284876385,0.1337651185105716,
social_desirability,religion_Mormon,0.6515503029718032,0.03664764515025443,17.77877678908053,1.5156802751156944e-65,0.5796765730162178,0.7234240329273885,***
social_desirability,religion_Muslim,0.4859760882547498,0.036801777937656106,13.205233972065576,3.6814981769304175e-38,0.41380007152757,0.5581521049819296,***
social_desirability,religion_Nothing in particular,-0.0949043574101743,0.03614516840188538,-2.6256443559749463,0.008717734083679865,-0.1657926249172676,-0.024016089903081003,**
social_desirability,religion_Orthodox,0.3411135266653339,0.036646628088796956,9.308183165959923,3.459208181220975e-20,0.26924179138089976,0.41298526194976803,***
social_desirability,religion_Protestant,0.22471224725462147,0.03762400078711243,5.972577146330315,2.779480786697629e-09,0.15092367881224023,0.2985008156970027,***
social_desirability,religion_Roman Catholic,0.39710313660669794,0.0364106641440668,10.906231620370122,6.596376111695474e-27,0.32569417618196506,0.4685120970314308,***
social_desirability,political_views_Conservative,0.38965726647935034,0.02489961802826604,15.649126265190555,5.0630127907303144e-52,0.340823885376052,0.43849064758264866,***
social_desirability,political_views_Moderate,0.052817019740900535,0.024664342194513897,2.141432328677659,0.03236571849656984,0.004445063967138244,0.10118897551466283,*
social_desirability,political_views_Very conservative,0.48881052607048486,0.0245636153541883,19.899779369698468,3.289478449441716e-80,0.4406361167882136,0.5369849353527562,***
social_desirability,political_views_Very liberal,0.056717105653836586,0.024389267973693226,2.325494381996739,0.020150073757825,0.008884628206279124,0.10454958310139405,*
social_desirability,political_party_Democrat,0.05577844920769546,0.021642074537765902,2.577315271249104,0.010031692042273808,0.013333795134328967,0.09822310328106196,*
social_desirability,political_party_Independent,-0.0652627232732857,0.021774771026996452,-2.9971715060687756,0.0027601945539767418,-0.10796762303485147,-0.022557823511719928,**
social_desirability,political_party_Republican,-0.0026894571151555298,0.021425556125382696,-0.125525661943932,0.9001206555670938,-0.044709473102275576,0.039330558871964516,
